,Label,RSP_Rate_Mean,RSP_Amplitude_Mean,RSP_Phase_Duration_Inspiration,RSP_Phase_Duration_Expiration,RSP_Phase_Duration_Ratio,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SDSD,RRV_CVBB,RRV_CVSD,RRV_MedianBB,RRV_MadBB,RRV_MCVBB,RRV_VLF,RRV_LF,RRV_HF,RRV_LFHF,RRV_LFn,RRV_HFn,RRV_SD1,RRV_SD2,RRV_SD2SD1,RRV_ApEn,RRV_SampEn,Condition,Participant
1,1,18.703676404878046,10.651050796698948,0.0023747804459031533,0.004053301965409809,0.5858878677604399,688.4923667916985,3211.063829787234,678.721285060156,695.1387808471637,0.21136960242398178,0.2144125446541865,3134.0,714.6132,0.22801952776005105,0.005178233770999455,0.008997538384990875,0.000976985899728172,9.209486429122745,0.593788823916138,0.0644757803256462,491.5373458027788,824.4490301216798,1.677286654130399,0.20715922709942625,1.3862943611198906,Anxious,1
2,2,20.421034531340638,10.620773204840445,0.002144646887450501,0.003725632781355714,0.5756463434031975,507.5646953837511,2928.3846153846152,472.08948956087363,517.9304972677319,0.1612115727834027,0.17332583046543815,2912.0,426.98879999999997,0.14663076923076923,0.009080845675394855,0.021498143875613548,0.00289614959974344,7.423008769131952,0.566811869543035,0.03150093599164562,366.23216680133385,558.2212574846038,1.5242278207294018,0.04082199452025481,1.4787461601398557,Normal,1
3,3,16.48646833421164,10.290485349879726,0.002812698270018016,0.004481764642620381,0.627587232776574,618.0504696048077,3651.0833333333335,725.0435594642348,624.6321840910899,0.19858313088742652,0.1692786532594822,3479.0,741.3,0.21307847082494968,0.004014410114306239,0.0031078736483650445,0.00020776104961109571,14.958884998812911,0.42399108435973343,0.02834376254603067,441.6816531181736,925.3613583567948,2.0950867028864586,0.40256547987356894,1.4787461601398557,Anxious,1
4,4,14.380275936712936,11.098482120414001,0.002997643642017129,0.005406343542418494,0.5544678429140579,733.1179986877966,4205.846153846154,486.8096558467601,765.6911316522538,0.11574594933806205,0.17430927615299865,4208.0,640.4832,0.15220608365019012,0.009080845675394855,0.034211764865140736,0.0027556143422112437,12.415294963840076,0.566811869543035,0.03150093599164562,541.4253914857102,425.236202016982,0.785401292041556,0.0285131531036944,1.4787461601398557,Normal,1
5,5,16.743019491038993,10.154328019354763,0.0028401763508442927,0.00434982088033317,0.6529409897509969,774.6104397265334,3603.6315789473683,738.3134445857941,779.8086140807849,0.204880390353738,0.21495272831214324,3506.0,753.1608000000003,0.21482053622361674,0.00898646589946117,0.006616366915599836,0.00031552337108625857,20.969498686647324,0.4156438540656378,0.019821353875775098,551.4079590442065,886.6581909704457,1.6079894684642415,0.52919948485965,2.277267285009756,Normal,1
6,6,16.089991408821223,10.502329178457714,0.0029763448914052913,0.004503727159446694,0.660862611351206,756.0233232553891,3747.64,647.5406144381515,763.3816816224598,0.17278623732219517,0.2017331769474627,3679.0,653.8266,0.17771856482739876,0.00375099623565633,0.021179113189142427,0.0010335555330758539,20.491509659005487,0.815721248271575,0.039807767306840984,539.7923637088314,739.758000142959,1.3704491761613558,0.3602624472172904,2.1400661634962708,Normal,1
7,7,17.027096067767904,11.403827878069508,0.0025377613021981883,0.004540382092772442,0.5589312199600769,819.1551641653267,3537.076271186441,726.2723322149416,820.8857082384734,0.20533126133899515,0.2315910377274838,3493.0,742.7826,0.21264889779559118,0.017249808490983298,0.013133616696980219,0.00038306197860354295,34.285879128121714,0.426880606351839,0.01245062449052695,580.4538508745463,847.3584413262022,1.459820518116163,1.0878019898686313,2.1500055053988287,Anxious,1
8,8,13.279178854994099,10.768033089938015,0.0036975134365006524,0.00536993302471016,0.6885585759610521,1095.6117124192513,4535.686746987952,914.3963212869961,1102.3285913903203,0.20160041296816328,0.24155365516519026,4342.0,684.9612,0.15775246430216489,0.008403746383708015,0.0032750962717264668,3.6688539111845164e-05,89.267557417381,0.27955166670129733,0.0031316155027544946,779.4640220679104,1031.8319160929743,1.3237710617554026,0.5686662716516993,1.2192402764567245,Anxious,1
1,1,12.434549715585613,0.4181037833748946,0.006101626613078992,0.003754886849252407,1.6249828178694168,1960.8490337946298,4932.193548387097,1251.2377184040565,1994.2941147413424,0.2536878786545655,0.3975612502951872,4782.0,1046.7156,0.2188865746549561,0.007650364678176305,0.033648576893482426,0.0006148987348618307,54.72214364051887,0.8028034808408547,0.014670541529122791,1410.1788922140258,1068.918681597436,0.75800218504136,0.18755810609590773,1.4787461601398557,Anxious,2
2,2,17.58464062607951,0.3122813963751447,0.0038937349392044445,0.0030102580272457994,1.2934887654022709,1311.4569143114227,3455.909090909091,1067.243441193509,1342.0458866613922,0.3088169894286097,0.37948246895766535,3337.0,591.5573999999999,0.17727222055738684,0.009080845675394855,0.022543048312551307,0.0016415119173790007,13.733100609190675,0.566811869543035,0.03150093599164562,948.9697471217831,1173.658188992325,1.2367709218887324,0.10815444849744082,1.4787461601398557,Normal,2
