,Label,RSP_Rate_Mean,RSP_Amplitude_Mean,RSP_Phase_Duration_Inspiration,RSP_Phase_Duration_Expiration,RSP_Phase_Duration_Ratio,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SDSD,RRV_CVBB,RRV_CVSD,RRV_MedianBB,RRV_MadBB,RRV_MCVBB,RRV_VLF,RRV_LF,RRV_HF,RRV_LFHF,RRV_LFn,RRV_HFn,RRV_SD1,RRV_SD2,RRV_SD2SD1,RRV_ApEn,RRV_SampEn,Condition,Participant
1,1,18.32664999471211,10.520671549100967,0.0024194646122397477,0.004105758433654434,0.5892856706833194,805.9189221571294,3267.75,741.2897912054735,812.8507543341207,0.2268502153486263,0.24662808420384955,3165.0,818.3951999999999,0.258576682464455,0.009852233552411795,0.011800406290575997,0.0010716319741424427,11.011622063646518,0.5192864433913564,0.04715803361120749,574.7722804822572,876.7313925485586,1.5253543400056548,0.29818615429504414,1.6094379124341005,Anxious,1
2,2,19.994019385017786,10.641346345490806,0.0021901512973734457,0.0037960696526541777,0.576952347500292,535.4997665732451,2989.7714285714287,466.4501162229137,542.9404854737658,0.1560153099883601,0.17911060406016302,2990.0,379.5456,0.1269383277591973,0.010066979096004677,0.01769967578175725,0.002814200932601553,6.289414368644604,0.5519791078034229,0.03166448164523589,383.91689905921595,536.43194951969,1.3972605812200776,0.09123157106578095,1.3862943611198906,Normal,1
3,3,16.491480242907024,10.051523623177625,0.0027988840552038326,0.0045125346178261205,0.6202465559260737,639.5635443587504,3666.3571428571427,693.5330477429957,645.4496242995401,0.1891613448226527,0.1744411467400983,3548.0,726.4739999999999,0.20475591882750843,0.009011425760365307,0.005228572091535296,0.00023356752020278738,22.385698520906328,0.3612497651486025,0.016137524804563333,456.40180625651425,868.1437483903043,1.902147924240195,0.3457141361918179,2.70805020110221,Anxious,1
4,4,14.658132999913015,11.536592159441753,0.002916067036023818,0.005362408988055555,0.5437979539641946,745.763614304863,4163.8,464.6374477963833,766.1801965381587,0.11158976122685606,0.1791064927001448,4202.0,575.2488,0.13689881009043312,0.010066979096004677,0.060436198752959185,0.0021020980786568277,28.75041814964978,0.5519791078034229,0.03166448164523589,541.7712125829738,371.8331198344868,0.6863286774904813,0.018895639841296497,1.4966795447042176,Normal,1
5,5,16.59906485581818,10.135702483821095,0.0028475009034356624,0.0043945524385299185,0.6479615258358866,760.5158046724779,3629.2619047619046,716.9005429003287,765.1385458965527,0.19753342737808294,0.20955109458334092,3524.0,708.6828000000003,0.20110181611804775,0.011114972495584623,0.006116261335471875,0.00022359548376630925,27.354136284184897,0.3504051070999525,0.01280994959809947,541.0346543506669,857.4230458841344,1.5847839671438184,0.5630243822720309,2.240709689275958,Normal,1
6,6,16.40093121631475,10.432893522720173,0.002971826894361034,0.004392243138637189,0.6766080111136841,746.9899136096034,3689.0508474576272,664.8128962536238,753.5098048554572,0.18021245131706196,0.20248837560057062,3592.0,616.7615999999999,0.17170423162583517,0.006427233013843286,0.02606651904874137,0.0010625426789246466,24.5322089792404,0.7767996809402486,0.03166448164523589,532.811892703846,774.6378902710661,1.4538674922213775,0.4199946929653722,2.4849066497880004,Normal,1
7,7,17.059926734433464,11.342902095746872,0.0025372253315192835,0.004532172996518215,0.5598253494446207,827.0164329249262,3539.6897959183675,728.7447562572914,828.6476803455594,0.2058781413833524,0.233640934829533,3490.0,744.2651999999999,0.21325650429799425,0.015522838060163963,0.012495562988793476,0.0003969103896215391,31.482075842630902,0.43974752892655133,0.013968187203560285,585.9423939868476,847.8262501680165,1.4469447148196062,1.1090515243766603,2.1910326070882986,Anxious,1
8,8,13.468155877015967,10.810635917476782,0.003638435330882614,0.005345256843654394,0.6806848458932281,1087.5080587185448,4495.824175824176,940.1740570932903,1093.5488560755846,0.2091216249400895,0.24189292467585935,4342.0,684.9612,0.15775246430216489,0.01029357057736014,0.003968842450212058,4.243916550205294e-05,93.51839045987063,0.2774472882798179,0.0029667671451089873,773.2558116898377,1081.6330084415902,1.3988035939592087,0.6162039950492342,1.3312345839368633,Anxious,1
1,1,12.565617994977023,0.4251754048139959,0.0059572532456756986,0.0037802511741778758,1.575888207209214,1834.7311337995368,4890.864864864865,1175.0869982488332,1860.751112209073,0.24026159599919777,0.3751342931144818,4702.0,981.4812,0.20873696299447042,0.007917416835302709,0.030865158012703838,0.00040939540898141027,75.3920472374065,0.7875377994603514,0.010445900175391534,1315.749729543446,1015.1165234165265,0.7715118617343463,0.3249462152941862,1.4966795447042176,Anxious,2
2,2,17.45115882666849,0.296745662523692,0.0038719377113953153,0.0031275412570458535,1.2380133124295178,1562.0241068385685,3516.733333333333,1168.5870611726925,1589.6721383320407,0.3322933388483704,0.4441690508725622,3337.0,650.8614,0.1950438717410848,0.010066979096004677,0.037842868763438814,0.002890795577649804,13.090814534248317,0.5519791078034229,0.03166448164523589,1124.0679488779053,1211.471289542546,1.0777562786590353,0.16424466349191302,1.4966795447042176,Normal,2
3,3,16.556961331609116,0.3405384189337452,0.004207611886378026,0.0030930121966422433,1.3603605866623434,891.276184111096,3660.1428571428573,599.3512683369769,899.4644242575969,0.16375078561956355,0.2435085784621081,3646.0,520.3925999999997,0.14272973121228735,0.00931646127796311,0.055931199791956265,0.0028658289338266783,19.516587027151186,0.8211471734729816,0.042074322335693935,636.0173938286005,560.2907820603161,0.880936256613303,0.3393446759251346,1.9459101490553135,Anxious,2
4,4,19.732316293272348,0.3040229293370698,0.0031100714958964587,0.0029873543890992574,1.0410788580173118,1041.6590755278953,3052.6428571428573,688.8281091979072,1056.8009027949151,0.2256497538145097,0.3412318847226182,2835.0,425.5062,0.15009037037037037,0.010066979096004677,0.06628360208368692,0.02244465537165116,2.95320204236269,0.5519791078034229,0.03166448164523589,747.2710847303499,624.9434006118107,0.8363007928204786,0.3094524294014547,1.09861228866811,Normal,2
