,Label,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,Condition,Participant
1,1,76.32275732571286,786.5725806451613,80.06684185206453,51.90452741435062,66.88374702128412,46.08845570192013,46.176764769258995,0.10179205812945097,0.058594027857057425,794.0,84.5082,0.10643350125944585,112.5,720.8,854.0,18.14516129032258,58.46774193548387,574.0,1034.0,16.533333333333335,296.875,0.0015711675238265306,0.005617038025714896,0.0036521818312995175,0.00014638137958207926,1.5379951725230079,0.5112547781972817,0.33241637381643574,-5.612430527976408,32.6519035015991,107.77857512839225,0.30295356440463433,11055.816320452443,3.300835895313542,4.750560924753438,1423.037558118178,0.4637096774193548,0.45416666666666666,0.7247706422018348,0.0375,51.05703048180925,51.214887743323104,50.93300145114436,50.416666666666664,0.6128493664516719,0.387150633548328,25.564361626409795,20.31880061757055,0.52023565862331,0.4797643413766899,77.73784481317189,74.65285487179774,0.5280228840283502,0.4719771159716497,57.86496825179571,54.7078714585309,1.0839836908490472,2.0317754781688935,1.3433517468171552,1.1157136131640093,-0.4131977299769112,1.0574994038006746,-0.6120390201078227,0.00036237663955743975,0.1781706742018642,0.7796745859823084,0.6443664898421928,0.8544622322637503,1.0327264095496311,0.26110371929932974,-0.6006334379931229,-0.223349708440707,0.00023966855323331545,0.029159772908436164,1.0161633435945112,1.3494392687307362,6.721688209741353,0.9185010320397179,1.5184920005239055,1.4483595108671745,1.8658023724711499,1.678377392575983,1.7393327546482844,2.089611645573435,0.7056141888246422,Anxious,1
2,2,84.28773494720885,710.9036144578313,71.03752562880113,18.47393425317329,45.62762223470618,38.998679076309365,39.08691019268392,0.09992567794577568,0.05485789955654059,700.0,77.09519999999999,0.11013599999999998,102.0,644.0,764.0,12.650602409638553,43.97590361445783,600.0,936.0,15.090909090909092,132.8125,0.007783594445968845,0.0331522726591201,0.007234070060322215,0.00047680976839620167,4.582796735817548,0.8112999277034906,0.17703161943942483,-4.928953460632912,27.63861925287638,95.25941707264408,0.2901405457037322,8271.306902486756,3.4466054979475986,4.624544245354231,1313.2865224554337,0.4939759036144578,0.4807692307692307,0.72,0.08888888888888889,47.0451372731503,47.27241222787744,46.79762725196393,50.0,0.5618534517111115,0.4381465482888885,20.73320654550416,18.309000851906745,0.4734031950076514,0.5265968049923485,65.54257684251839,69.12689174165527,0.48028082055291166,0.5197191794470883,48.60913099828038,50.56553507112156,1.4748299803285798,0.427749989275239,1.3324178232241901,1.2609549856909603,0.9654112812918367,1.121102138905145,-0.6670668365283032,0.00046927929388697565,0.02105362086915159,0.6402260716516682,0.8963634329015303,0.9523071353848047,0.7075475661772199,0.38709953348203197,0.162834244294202,-0.7730584049098228,0.0018145653345667935,0.08762032436569946,0.8430990200504409,1.0928485839513595,6.264540259412556,0.8425893320366723,1.2249091447835807,1.255902746566735,1.7417894416388944,1.6572620695715574,1.5697512137354153,1.9967316605070566,0.6664192257241197,Normal,1
3,3,76.76860528967406,782.0647482014389,59.39900066415484,25.928069312638467,56.986359364621876,41.91326784755216,41.98775274690972,0.07595151271139414,0.053593091804665295,786.0,57.8214,0.07356412213740457,78.0,734.0,828.0,20.863309352517987,57.9136690647482,644.0,976.0,14.631578947368421,242.1875,0.01008498924245603,0.03269490301112841,0.02558197271056342,0.000689116218925218,1.2780446363945923,0.47348933282273376,0.3704794960514551,-3.665867366549175,29.689824694123953,78.46897611426355,0.3783638600163554,7319.063107624339,2.642958553062582,4.571425601781111,829.5610062850252,0.4352517985611511,0.4280442804428044,0.5689655172413793,0.021505376344086023,50.52987598647126,50.56113868988713,50.50337431497203,47.601476014760145,0.5622302779216296,0.43776972207837056,22.26275892118065,19.64466959453024,0.48762801925212096,0.5123719807478793,54.79517421055425,56.168221403707236,0.4969710861020564,0.5030289138979434,41.82189349818823,42.076015371789524,1.1739145179979003,2.5143704463299867,1.4354262399764561,2.1336014545657105,-2.113600117073247,-2.3245438414877286,-0.222326033696299,0.003242247304214321,0.447686078329177,0.6366414696661765,1.218687120992715,0.7979928057058869,0.680971317390693,0.028557052426531726,0.5460067377015756,-0.5960225855343994,3.8809709112455e-05,0.05819262823810726,1.0522914981953626,1.744272802962067,6.500929677901382,1.1277386464210433,1.4011004442562434,1.3799413885957064,2.123411502513525,1.779021727463696,1.7607116599185526,2.506230523850562,0.8177350720728711,Anxious,1
4,4,75.5743985428028,793.9338842975206,73.39660931509826,18.47393425317329,45.62762223470618,54.92843829323143,55.15873706412978,0.09244675251521756,0.06918515430517565,790.0,71.1648,0.09008202531645569,94.0,732.0,850.0,30.57851239669421,65.28925619834712,638.0,1026.0,13.444444444444445,210.9375,0.007783594445968845,0.028441107191522784,0.027126061174720415,0.00047967521204322656,1.048479062563934,0.5074524339947198,0.48398909631424,-3.6072603462380664,39.00311701973192,96.38507038290258,0.4046593197970061,11810.24637396538,2.4712145527789686,4.779229067502282,952.752754403416,0.4297520661157025,0.4224137931034483,0.5510204081632653,0.0,50.04068348250612,50.02143860176983,50.060528435221045,46.55172413793103,0.5337958768809244,0.46620412311907544,28.49620349178778,26.630998554947457,0.5707311440925483,0.4292688559074517,72.81578819370684,63.15016058923612,0.5655340438376962,0.4344659561623036,55.29092431726998,48.4621133798348,0.9717365726634764,1.4116471659405758,1.1977620732860683,1.3390446200687058,-0.2739301645552281,-0.4369322525834556,-0.39991653000025584,0.00039681290480354943,0.114639135193811,0.8367735669942435,0.5072514460076026,0.8670843738983021,0.8700719629794231,0.7037711570393836,-0.10206420490172441,-0.4759503144988925,0.00010603231634058997,0.015971961250169617,0.6500354392539469,1.5305439699644372,6.1912673693629605,1.1647843654365588,1.381737962148382,1.2795519949299432,1.95096658054296,1.8867576699924138,1.8473254680436004,2.9292962031973895,0.9720716944931248,Normal,1
5,5,75.31907530322663,796.8513853904282,59.66904159269694,15.061453959542206,58.671815499013306,48.01735797257765,48.07800501177526,0.07488101631832049,0.060258862383794305,792.0,56.3388,0.07113484848484848,74.0,748.0,841.6,24.181360201511335,61.20906801007556,632.0,1000.0,13.689655172413794,257.8125,0.012079844862684156,0.051062221455250724,0.0376810889698024,0.0009397673450637418,1.3551153337466428,0.5017762868260227,0.3702830853804187,-3.2785969292191224,33.996283369747104,77.30920577481238,0.43974431025422867,8256.814446200033,2.2740487521529764,4.623782634851163,703.2196116885991,0.43828715365239296,0.4347826086956522,0.6176470588235294,0.0072992700729927005,50.134010438707854,50.113809988863025,50.1558755015278,50.38363171355499,0.5656156767910419,0.43438432320895815,25.56778035741592,22.40626042714656,0.514455906485634,0.48554409351436595,55.45047752081774,53.869823094619214,0.5227458875850483,0.4772541124149517,43.176769504513516,41.25529266999983,1.1362238647544656,2.0273336738349332,1.3341706030323004,1.8096980888610323,-1.6021963866625715,-1.7427049236534318,-0.2654419240572188,0.0012698183953922064,0.24083859377358177,0.6436683318313609,0.8383312520010788,0.7485828667291888,0.9467113174112565,-0.16048071046450296,-0.8589724842647577,-0.2636632891722225,0.00012615888313515907,0.0392194601207887,1.1140692282599414,1.590308742525105,6.549016095144127,1.1748935099307412,1.5944079893807475,1.3339511758381382,2.1870829445926843,1.7348810546510363,1.8160977455059912,3.0651966685338166,0.8480776138251268,Anxious,1
6,6,77.99673556224589,769.6789297658863,77.07403346842804,29.272701186791082,70.34417396485375,58.28476725491603,58.38195229274845,0.10013790229631425,0.07572607875941795,762.0,71.1648,0.09339212598425196,96.0,706.0,816.0,27.424749163879596,58.862876254180605,624.0,1062.0,13.590909090909092,101.5625,0.005273376815275626,0.015448527468395078,0.013819616746973483,0.0003925216170381984,1.1178694569643786,0.44221986055827905,0.3955916836292725,-4.281666192794622,41.28227436511193,100.93649941700706,0.4089925309828624,13090.665553444052,2.4450324254011915,4.823931837401792,987.1720559242829,0.43812709030100333,0.421602787456446,0.5702479338842975,0.020618556701030927,49.60510838514535,49.49933199431766,49.72033055208031,49.47735191637631,0.6048402710551791,0.39515972894482093,32.10630490752268,25.951132527527182,0.4401583974742138,0.559841602525786,66.96574963290021,75.52327648257317,0.4637585227045693,0.5362414772954305,52.51298143655095,56.46780751067137,1.040256176505523,3.081234463736419,1.4333112402281025,1.9868382337947714,-1.914113129804214,-1.4761325859241348,-0.32035544516938785,0.004406954994367923,0.6374238777975468,0.6638281658286989,0.24366146536026045,0.6638281658286989,0.6467933039187488,0.7125528807309434,0.1592623174774337,-0.5699120063353618,2.056348658196865e-05,0.0019032923506000715,1.0328057864832068,1.3640902038088802,6.682775193364644,1.0508602206434017,1.2881660605160408,1.482687507143874,2.0995334861661394,1.6662028700064746,1.7619514139187984,2.8736731682939642,0.8526556919737166,Normal,1
7,7,80.51109166347076,745.5262267343486,66.18445145733943,22.49916544261179,61.911621150978604,43.887161910118756,43.90570192752733,0.08877548379115946,0.05886736151772828,736.0,65.2344,0.08863369565217391,90.0,690.0,800.0,18.104906937394247,51.52284263959391,612.0,1034.0,17.38235294117647,273.4375,0.010411771405273952,0.0219005842476061,0.009076245992984375,0.0003970423883981003,2.41295622270865,0.5241174272591924,0.21720967099471347,-4.7020946087535265,31.046019565709845,88.31722428722186,0.3515284794814563,8613.927472007937,2.844719726478809,4.642171320708625,1004.9510004708536,0.428087986463621,0.41124780316344467,0.5769230769230769,0.0221606648199446,49.88966126006841,49.83658706641446,49.94500472442054,51.493848857644984,0.6066178280778509,0.39338217192214897,24.180430524268647,19.472144380618715,0.48588430098235813,0.5141156990176418,61.56187585621656,63.325094132288754,0.49916279515969153,0.5008372048403086,46.7683535057372,46.84672856050299,1.2970929171118053,2.279798933502766,1.614177350940821,1.871963400050336,-0.9347340153863914,-0.47764836643832886,-0.3869259717068807,0.0015277123256151198,0.3075770280400252,0.7416075991201861,0.33818383264372953,0.8050091797096082,0.9052518257392916,0.1852527307216878,-0.8147472692783122,-0.20358533923386218,6.741895397661443e-05,0.008619217070537788,1.3149430888169076,1.3041379922769405,6.903810217029373,0.9847433041371595,1.1165624043633526,1.4264617805295197,2.1244137802483256,1.6209680203616887,1.6408792355399338,3.2000071173348403,0.6908300724316435,Anxious,1
8,8,73.32019670812727,819.2265625,105.25188981992372,65.74086205585168,86.20828304171846,75.88115127865271,75.95542891972767,0.1284771449533214,0.0926253551240933,802.0,102.29939999999999,0.12755536159600997,138.5,728.0,905.6,41.40625,73.2421875,580.0,1172.0,24.38095238095238,210.9375,0.003596071477444416,0.003085083835909689,0.005577842556603601,0.00017330814114169209,0.5530962562321272,0.24815057103286925,0.4486571157131892,-5.188953215954398,53.708598857072225,138.87766639693874,0.38673316056134505,23432.90359009689,2.5857622308583394,5.076796215674715,1436.4184979157942,0.380859375,0.3774703557312253,0.44502617801047123,0.005747126436781609,50.0995590954345,50.0168547663435,50.182588833251494,53.75494071146245,0.6018002169722314,0.39819978302776865,41.66490976688121,33.89181172437945,0.44931348793830467,0.5506865120616952,93.09088053257452,103.05869291587848,0.46915263784305267,0.5308473621569473,72.11753165566752,76.71293596092555,0.970245884184091,2.6863185904883977,1.2482916929375207,2.0302476688162194,-2.592267217778005,-2.8606141458294205,-0.20891167613275094,0.003024752698353891,0.49158069447023445,0.999466940997062,0.3439574060554862,0.6917619875350347,0.8637406905627778,1.0725049051869178,-0.14661150754667895,0.0,0.00013331598097841583,0.011633260251881865,1.0920386289191297,1.1545021660521915,7.247950146639898,1.0709372483326745,1.408083555852442,1.2516382924417462,1.981334519012825,1.6270018359768281,1.8526699521419037,2.937225979379087,0.685546875,Normal,1
1,1,63.97767873884591,938.7632850241546,74.57879787224283,30.00058524221383,70.91476648711681,63.96297472696474,64.11783492805073,0.07944366706919509,0.06813536036970061,932.0,74.13,0.07953862660944205,97.0,872.0,998.0,43.47826086956522,77.29468599033817,792.0,1150.0,17.25,78.125,0.001721346531506844,0.048553460381477176,0.050010893036249796,0.0007056134452831654,0.9708576958680538,0.4807686794982631,0.4951999469586558,-2.9955144365571966,45.33815587262434,95.15885144974764,0.4764470691049369,13553.85750475086,2.0988690346623815,4.839033025438314,798.9038667276512,0.42028985507246375,0.4187192118226601,0.5529411764705883,0.0273972602739726,49.65934897804693,49.61605099579689,49.70367563255989,46.30541871921182,0.5218130042714759,0.4781869957285239,32.751242761749126,31.352286258876507,0.5120566904821857,0.48794330951781417,68.09390084860784,66.4712545124214,0.5138617039418072,0.48613829605819253,53.429501379009054,51.96822841945662,0.9927492079113299,2.5229424843042,1.221257455386846,1.9395799598929329,-2.0537123511661086,-2.2447512809821335,-0.21528383664117007,0.00428223554454333,0.4725757200584982,0.4605551361297291,1.3593078442621458,0.6521834710834805,0.8031740519263462,-0.6213135124603051,-0.7724078891567079,-0.38892098174801176,0.00010111777274930297,0.08410668511894999,0.902075915242051,1.623043564489879,6.556112819958712,1.3366866678938785,1.8436438672634006,1.4000644226104515,2.099710662111819,1.8239905372279595,1.8611311270074038,3.3640865009058265,0.9663316951448427,Anxious,2
2,2,65.20038657956694,920.8125,53.63418671194678,18.47393425317329,45.62762223470618,47.00343428565267,47.18906810884674,0.058246588433526675,0.05104560840089885,928.0,41.5128,0.04473362068965517,58.0,882.8,959.2,30.46875,72.65625,750.0,1082.0,9.846153846153847,210.9375,0.007783594445968845,0.04425406088372523,0.05315818695480819,0.0030373031509483297,0.8324975590560925,0.44056006669814934,0.5292028329760725,-2.9344831511587226,33.36771005763938,68.42694256790486,0.4876399383843032,7173.04261928658,2.0506933933945173,4.562673521205146,561.2907162167543,0.53125,0.536,0.8507462686567164,0.046511627906976744,49.716599190283404,49.71982981791761,49.71505753465091,44.800000000000004,0.4623499558064608,0.5376500441935392,22.689064564094547,24.467016995026604,0.4726886960775962,0.5273113039224039,47.04513766837108,49.689047998078635,0.4707024824390154,0.5292975175609845,36.932632109217714,39.16399118827321,0.9079016631486294,2.893007455376216,1.1039369310175209,2.107011925784808,-2.7803259182770343,-3.0572971104508944,-0.15327604223652316,0.008427825200625775,0.7208324963801664,0.8367735669942435,0.5072514460076026,0.8670843738983021,0.8700719629794231,0.7037711570393836,-0.10206420490172441,-0.4759503144988925,0.00010603231634058997,0.015971961250169617,0.754058168723998,1.556919878150654,5.943495707677981,1.2763004811725298,1.282569007832104,1.1448176228463287,1.5645683814149203,1.7228064558364562,1.8653889553877885,3.1393113440785703,1.1484375,Normal,2
